City,State,Station_Count,Population_Density,EV_Vehicle_Density
Fultonville,NY,1,4958,123
Fuquay Varina,NC,4,780,40
Fuquay-Varina,NC,6,2624,173
Furnace Creek,CA,1,2220,198
GAFFNEY,SC,1,4777,204
GARDEN GROVE,CA,1,4457,270
GATINEAU,QC,1,1463,216
GEORGETOWN,KY,1,1431,61
GIRDWOOD,AK,1,2392,58
GLADSTONE,OR,1,1638,15
GLASGOW,KY,1,3508,233
GLEN BURNIE,MD,1,660,32
GORHAM,NH,1,1199,154
GRAND ISLAND,NE,1,2003,119
GRAND JUNCTION,CO,1,274,221
GRAND RAPIDS,MN,1,2256,50
GRAPEVINE,TX,1,2330,181
GRAYSLAKE,IL,1,4387,195
GREELY,CO,1,4260,223
GREENSBORO,NC,1,4020,61
GREENVILLE,MI,1,1597,79
GREER,SC,1,3954,205
GROVE CITY,OH,2,3271,160
GULFPORT,MS,1,1667,118
Gabriola,BC,3,1251,127
Gabriola Island,BC,1,468,104
Gadsden,AL,12,142,265
Gaffney,SC,7,2007,53
Gahanna,OH,5,3590,76
Gainesville,FL,56,2635,165
Gainesville,GA,21,4273,215
Gainesville,TX,4,2973,283
Gainesville,VA,2,1924,164
"Gainesville,",FL,1,1393,188
Gaithersburg,MD,31,4869,69
Galena,IL,8,4896,83
Galesburg,IL,5,4954,58
Galesburg,MI,2,3486,280
Galestown,MD,1,3072,82
Galiano Island,BC,1,4022,205
Gallatin,TN,8,1092,188
Gallipolis,OH,2,2486,57
Galloway,NJ,6,2340,81
Gallup,NM,2,1576,122
Galt,CA,6,3507,254
Galveston,TX,19,489,168
Galway,NY,2,1099,283
Gambier,OH,6,4720,277
Gambrills,MD,4,1955,39
Ganado,AZ,3,758,106
Ganado,TX,1,2863,260
Gananoque,ON,7,3763,16
Gander,NL,4,1581,101
Gansevoort,NY,6,3831,122
Garberville,CA,4,551,268
Garden City,GA,5,2575,116
Garden City,ID,1,3322,72
Garden City,KS,1,1637,280
Garden City,MI,3,3193,208
Garden City,NY,16,982,155
Garden City,UT,4,4508,70
Garden Grove,CA,11,4168,129
Gardena,CA,17,2666,70
Gardendale,AL,2,3377,35
Gardiner,MT,4,474,124
Gardiner,NY,5,4646,49
Gardner,KS,1,3797,125
Gardner,MA,7,3162,145
Gardnerville,NV,5,4790,286
Garfield Heights,OH,1,3350,30
Garland,TX,17,4695,40
Garner,NC,8,4659,256
Garnerville,NY,11,212,36
Garrett,IN,1,3297,82
Garrettsville,OH,2,2478,106
Garrison,MD,1,2024,170
Garrison,ND,1,239,296
Garrison,NY,2,1524,221
Gary,IN,2,3049,85
Gas City,IN,1,3268,152
Gaspe,QC,5,616,43
Gaspé,QC,22,2716,13
Gasp√©,QC,1,987,107
Gaston,OR,1,3204,226
Gastonia,NC,31,149,37
Gatesville,TX,1,4051,210
Gateway,CO,1,3660,282
Gatineau,QC,86,118,136
Gatlinburg,TN,5,4921,211
Gaviota,CA,1,1573,18
Gaylord,MI,8,4161,296
Geneseo,IL,1,2706,97
Geneseo,NY,10,551,28
Geneva,AL,3,3865,90
Geneva,IL,8,2538,116
Geneva,NY,11,4410,239
Geneva,OH,4,1649,121
Genoa,OH,6,3574,229
George,WA,1,227,132
George West,TX,3,4955,253
Georgetown,CA,2,2861,187
Georgetown,CO,5,4556,74
Georgetown,DE,7,4764,12
Georgetown,GA,2,1515,216
Georgetown,KY,5,301,30
Georgetown,MA,6,2469,24
Georgetown,MD,1,617,215
Georgetown,ME,1,1441,211
Georgetown,ON,5,4876,129
Georgetown,PE,2,2088,146
Georgetown,SC,1,3645,34
Georgetown,TX,11,4620,243
Georgetown Township,MI,1,3902,130
Georgian Bay,ON,1,3375,99
Georgian Bluffs,ON,1,3754,209
Georgina,ON,6,2534,189
Geraldton,ON,2,4973,85
Germantown,MD,23,307,146
Germantown,NY,1,2733,147
Germantown,OH,1,4217,19
Germantown,TN,2,253,210
Gettysburg,PA,9,3466,228
Geyserville,CA,7,4414,69
Ghent,NY,1,4864,156
Gibbon,NE,2,1618,116
Gibbons,AB,3,2700,47
Gibsonia,PA,4,2295,143
Gibsons,BC,3,4598,230
Giddings,TX,1,4791,142
Gig Harbor,WA,11,3654,62
Gila Bend,AZ,3,2514,71
Gilbert,AZ,45,2949,32
Gilbertsville,PA,2,1842,53
Gilbertville,MA,2,1406,55
Gilford,NH,5,3949,156
Gill,MA,1,4268,225
Gillam,MB,1,4676,56
Gillette,WY,4,4755,33
Gilman,IL,2,4940,154
Gilmour,ON,1,4295,98
Gilroy,CA,34,2655,183
Gimli,MB,1,2405,73
Girard,KS,1,4608,128
Girard,OH,2,1188,232
Girard,PA,1,2742,165
Girardville,QC,1,1277,187
Gitwinksihlkw,BC,1,4857,65
Gladstone,MO,14,3094,68
Gladstone,OR,5,659,229
Gladwin,MI,1,3064,194
Glasgow,KY,3,1371,56
Glassboro,NJ,6,1913,111
Glastonbury,CT,15,3015,53
Glen,NH,2,709,24
Glen Allen,VA,13,2561,245
Glen Arbor,MI,2,4220,60
Glen Burnie,MD,12,383,43
Glen Cove,NY,3,3028,133
Glen Dale,WV,1,4496,86
Glen Ellen,CA,4,1191,132
Glen Ellyn,IL,8,916,214
Glen Head,NY,1,182,237
Glen Mills,PA,5,2020,79
Glen Ridge,NJ,1,3591,239
Glen Rock,NJ,4,3244,30
Glen Rose,TX,1,2193,117
Glenboro,MB,1,4813,250
Glenburnie-Birchy Head-Shoal Brook,NL,2,275,260
Glencoe,IL,1,2804,144
Glencoe,MN,2,469,99
Glencoe,ON,1,1918,88
Glendale,AZ,36,2201,186
Glendale,CA,62,4885,111
Glendale,CO,7,3590,121
Glendale,KY,4,1879,190
Glendale,NY,1,1464,113
Glendale,WI,11,4562,25
Glendale Heights,IL,3,3442,105
Glendive,MT,4,4839,155
Glendora,CA,14,3776,11
Glendora,NJ,1,2526,128
Gleneden Beach,OR,1,172,103
Glenelg,MD,1,3062,200
Glenmont,NY,6,959,12
Glenn Heights,TX,1,3956,120
Glennallen,AK,1,4238,186
Glennie,MI,1,2524,266
Glenolden,PA,1,1164,31
Glens Falls,NY,22,2317,229
Glenview,IL,10,4117,182
Glenville,NY,18,2359,233
Glenville,WV,1,3851,74
Glenwood,AB,2,2186,286
Glenwood,NY,1,468,258
Glenwood Springs,CO,39,2904,269
Glide,OR,1,250,140
Globe,AZ,5,1234,122
Glocester,RI,1,2884,295
Gloucester,MA,6,4264,296
Gloucester,ON,2,2446,220
Gloucester City,NJ,1,4997,29
Gloucester Township,NJ,4,2350,224
Gloversville,NY,4,160,260
Glovertown,NL,3,3110,280
Glynco,GA,1,4001,189
Godbout,QC,1,1437,203
Goderich,ON,18,1284,88
Godfrey,IL,4,4526,189
Godmanchester,QC,1,1651,172
Goffs,NS,2,4533,211
Gold Beach,OR,1,1729,23
Gold River,BC,3,1427,255
Gold River,CA,1,1626,23
Golden,BC,11,1773,108
Golden,CO,39,1461,42
Golden Lake,ON,1,1673,266
Golden Valley,MN,12,2786,43
Goldendale,WA,3,4470,28
Goldens Bridge,NY,1,2466,161
Goldsboro,NC,11,3857,269
Goldsby,OK,2,2534,173
Goldston,NC,1,2093,86
Goldthwaite,TX,2,969,146
Goleta,CA,34,1114,217
Goleta,NV,1,2011,251
Gonzales,LA,13,702,76
Gonzales,TX,2,3921,125
Goobies,NL,2,790,211
Good Hope,AL,1,593,259
Good Hope Lake,BC,1,589,287
Goodland,KS,3,2656,121
Goodlettsville,TN,3,4585,243
Goodwell,OK,1,394,185
Goodyear,AZ,37,4127,152
Goose Creek,SC,4,2943,41
Gordonsville,TN,1,3012,190
Gordonsville,VA,1,1817,76
Gore Bay,ON,1,2696,13
Gorham,ME,5,4844,295
Gorham,NH,9,1973,278
Goshen,IN,8,4763,245
Goshen,NY,12,3358,286
Gothenburg,NE,1,2917,50
Gouldsboro,ME,1,544,130
Gouverneur,NY,1,3741,284
Government Camp,OR,2,4558,240
Gowanda,NY,1,841,95
Gracefield,QC,2,2141,72
Graeagle,CA,2,779,201
Grafton,MA,4,2567,40
Grafton,NB,1,3797,155
Grafton,OH,1,1458,116
Grafton,VT,2,162,119
Grafton,WV,1,2659,285
Graham,NC,4,3869,219
Graham,TX,1,4451,148
Graham,WA,1,234,95
Grain Valley,MO,3,3744,53
Granada Hills,CA,3,2235,91
Granbury,TX,6,3378,73
Granby,CO,5,922,64
Granby,CT,2,3174,83
Granby,QC,36,3081,138
Grand Bay-Westfield,NB,1,220,265
Grand Bend,ON,4,1737,240
Grand Blanc,MI,5,1024,146
Grand Canyon,AZ,5,744,121
Grand Canyon Village,AZ,9,2132,155
Grand Falls,NB,6,2861,42
Grand Falls-Windsor,NL,5,2168,269
Grand Forks,BC,3,341,96
Grand Forks,ND,11,2768,274
Grand Haven,MI,2,902,39
Grand Island,NE,10,4264,241
Grand Island,NY,11,295,85
Grand Junction,CO,70,2287,138
Grand Lake,CO,3,3615,280
Grand Ledge,MI,1,2430,98
Grand Manan,NB,1,2459,179
Grand Marais,MB,1,4941,137
Grand Marais,MN,4,3706,183
Grand Prairie,AB,1,376,35
Grand Prairie,TX,30,160,70
Grand Priaie,TX,1,3490,76
Grand Pré,NS,1,2013,35
Grand Rapids,MB,1,4027,92
Grand Rapids,MI,72,2691,69
Grand Rapids,MN,6,666,48
Grand Rivers,KY,2,4035,132
Grand Ronde,OR,8,1671,286
Grand Terrace,CA,5,4817,291
Grand Valley,ON,3,1300,200
Grand-Barachois,NB,2,4509,161
Grand-Mere,QC,2,2954,242
Grand-Mère,QC,2,2995,155
Grand-Métis,QC,2,1336,280
Grand-Remous,QC,4,236,143
Grand-Saint-Esprit,QC,1,1129,180
Grand-Sault,NB,1,2256,37
Grande Pointe,MB,2,2694,145
Grande Prairie,AB,13,761,250
Grande-Anse,NB,1,2572,237
Grande-Entree,QC,1,2777,296
Grande-Entrée,QC,1,2408,43
Grande-Vallée,QC,2,186,11
Grandes-Piles,QC,2,2612,204
Grandview,MO,6,3042,103
Grandview,TX,2,2873,144
Grandview,WA,1,2604,213
Grandview Heights,OH,5,3410,259
Grandville,MI,12,1800,156
Granger,IA,1,3770,263
Granger,IN,1,2800,185
Grangeville,ID,2,3729,134
Granisle,BC,1,4690,260
Granite Bay,CA,5,1747,140
Granite City,IL,6,3418,59
Granite Falls,MN,1,3787,102
Granite Falls,NC,1,696,229
Granite Falls,WA,2,4645,29
Graniteville,SC,1,584,214
Grantham,NH,1,745,100
Grants,NM,3,3189,182
Grants Pass,OR,14,4857,198
Grantsville,MD,2,4953,11
Grantsville,UT,6,4484,177
Granville,OH,6,820,33
Granville,TN,1,4833,77
Grapevine,TX,27,598,203
Grasonville,MD,4,4829,93
Grass Valley,CA,14,1773,216
Grass Valley,OR,1,3167,58
Grauger,IN,1,214,41
Gravenhurst,ON,10,3079,179
Grawn,MI,2,4869,138
Gray,GA,2,1836,111
Gray,LA,1,3711,44
Gray,ME,2,2353,208
Gray,TN,2,2394,86
Grayland,WA,1,3730,23
Grayling,MI,5,246,140
Grayslake,IL,8,4082,247
Great Barrington,MA,7,3553,289
Great Bend,KS,2,4607,74
Great Falls,MT,7,2510,147
Great Lakes,IL,10,236,278
Great Neck,NY,8,3460,237
Great River,NY,3,3105,210
Greater Sudbury,ON,17,3652,151
Greece,NY,10,118,109
Greeley,CO,19,2342,147
Green Bay,WI,24,548,177
Green Cove Springs,FL,2,2048,108
Green Island,NY,1,1045,75
Green Lake,WI,1,4336,56
Green River,UT,2,2020,240
Green Valley,AZ,6,3077,155
Green Valley,ON,3,4288,216
Greenacres,FL,3,4115,155
Greenbank,WA,1,338,161
Greenbelt,MD,6,304,288
Greenbrae,CA,2,2707,149
Greencastle,IN,1,4440,160
Greencastle,PA,1,3488,30
Greendale,IN,1,3072,263
Greene,ME,1,4490,73
Greeneville,TN,13,2787,227
Greenfield,CA,2,4266,81
Greenfield,IN,7,1448,171
Greenfield,MA,32,4500,139
Greenfield,TN,1,916,78
Greenfield,WI,6,920,234
Greenfield Park,QC,5,292,255
Greenland,MI,1,1876,77
Greenlawn,NY,3,3745,116
Greenough,MT,1,4724,118
Greenpoint,NY,1,350,112
Greenport,NY,1,1888,150
Greens Grant,NH,1,3800,74
Greensboro,GA,6,2563,143
Greensboro,NC,68,1267,208
Greensbro,NC,1,3993,164
Greensburg,IN,9,1196,88
Greensburg,KS,1,2779,259
Greensburg,LA,1,1947,96
Greensburg,PA,11,4004,250
Greenvale,NY,2,604,97
Greenville,AL,3,1721,181
Greenville,BC,1,2572,26
Greenville,IL,1,2646,232
Greenville,KY,1,1487,228
Greenville,ME,3,3094,243
Greenville,MI,1,3916,257
Greenville,MS,3,817,61
Greenville,NC,28,3584,24
Greenville,OH,1,4534,121
Greenville,PA,1,758,193
Greenville,SC,74,4108,16
Greenville,TN,1,4624,60
Greenville,TX,2,4334,250
Greenwhich,CT,1,3864,254
Greenwich,CT,28,3089,195
Greenwich,NY,3,4737,296
Greenwood,BC,3,2204,101
Greenwood,DE,3,1355,115
Greenwood,IN,12,2582,22
Greenwood,ME,1,483,155
Greenwood,MO,1,2707,128
Greenwood,MS,2,293,212
Greenwood,NS,1,3907,150
Greenwood,SC,4,3819,124
Greenwood Village,CO,24,2681,161
Greer,SC,23,2665,66
Greham,OR,1,2863,166
Grenada,MS,4,2898,142
Grenville,QC,2,2439,172
Gresham,OR,19,3506,284
Gretna,NE,4,831,192
Griffin,GA,2,2972,86
Griffith,IN,2,3220,53
Grimes,IA,4,4880,215
Grimsby,ON,8,4277,47
Grinnell,IA,1,2704,31
Groesbeck,TX,1,2482,82
Grosse Pointe,MI,1,631,250
Grosse Pointe Farms,MI,2,4416,163
Grosse Pointe Woods,MI,2,734,246
Groton,CT,33,1869,14
Groton,MA,6,3904,230
Grove City,OH,13,2470,95
Grove City,PA,3,102,186
Groveland,CA,10,305,268
Groveland,FL,1,4235,229
Groveland,MA,3,2721,47
Groveport,OH,7,4839,151
Grover Beach,CA,3,2990,244
Grovetown,GA,4,3293,212
Guatay,CA,1,2766,181
Guaynabo,PR,6,3406,134
"Guaynabo, Puerto Rico",PR,1,997,74
Guelph,ON,67,1185,290
Guerneville,CA,3,1379,281
Guilderland,NY,10,770,253
Guilderland Center,NY,1,1605,24
Guilford,CT,9,3675,235
Guin,AL,2,4914,140
Gulf Breeze,FL,3,2055,204
Gulf Shores,AL,3,349,218
Gulfport,FL,2,1992,122
Gulfport,MS,11,3539,253
Gull Bay,ON,1,1953,175
Gunnison,CO,9,2954,200
Guntersville,AL,5,1603,266
Gurabo,PR,1,3485,227
Gurnee,IL,6,3671,284
Gustine,CA,7,3892,61
Guttenberg,IA,2,3526,167
Guttenberg,NJ,3,143,64
Guymon,OK,1,3712,23
Guysborough,NS,4,2718,278
Gwynedd,PA,2,4778,99
Gypsum,CO,9,3263,36
HALETHORPE,MD,1,1388,98
HAPPY VALLEY,OR,1,3042,50
HARTFORD,CT,1,319,277
HENDERSON,NV,2,2025,147
HERMOSA BEACH,CA,1,3072,15
HIALEAH,FL,1,3613,251
HIGHLANDS RANCH,CO,1,2548,171
HOPKINSVILLE,KY,1,3571,189
HORNBY ISLAND,BC,2,2874,15
HOUSTON,TX,1,1090,280
HUNTINGDON,PA,1,3046,281
Hacienda Heights,CA,1,1912,165
Hackensack,MN,1,903,94
Hackensack,NJ,26,589,209
Hackettstown,NJ,2,3656,19
Hadashville,MB,1,1593,147
Haddon Township,NJ,1,3745,251
Hadley,MA,13,2991,210
Hagerstown,MD,29,1805,165
Hagertown,MD,1,3616,284
Hague,SK,1,3440,234
Hahira,GA,1,153,77
Haiku,HI,1,2675,193
Haiku-Pauwela,HI,1,3691,204
Hailey,ID,5,715,51
Haileybury,ON,1,1054,160
Haines City,FL,2,2533,93
Haines Junction,YT,1,1729,143
Hainesport,NJ,2,2881,39
Halawa,HI,2,749,18
Hale,MI,1,2447,179
Haleiwa,HI,1,4590,299
Hales Corner,WI,1,3378,177
Hales Corners,WI,1,2740,154
Haleyville,AL,1,3901,237
Half Moon Bay,CA,9,2661,85
Halfmoon,NY,1,3349,232
Haliburton,ON,1,470,186
Halifax,MA,3,957,198
Halifax,NC,2,4986,55
Halifax,NS,72,4853,26
Halifax,PA,2,483,75
Hallandale Beach,FL,18,3977,270
Hallandale Beach Fl,FL,1,2652,132
Hallock,MN,1,4434,240
Hallowell,ME,3,4390,134
Hallsboro,NC,1,2825,121
Hallstead,PA,1,4134,281
Hallsville,TX,1,3393,90
Halsey,OR,3,4351,255
Haltom City,TX,2,4088,224
Halton Hills,ON,13,1022,244
Ham-Sud,QC,2,3015,91
Hamburg,NJ,1,3050,85
Hamburg,NY,10,3146,24
Hamburg,PA,3,1074,229
Hamden,CT,18,1330,239
Hamer,SC,2,2535,274
Hamilton,MA,3,1914,273
Hamilton,MT,1,3034,119
Hamilton,NJ,2,1463,209
Hamilton,NY,10,4040,235
Hamilton,OH,8,303,194
Hamilton,ON,104,260,40
Hamilton,TX,1,4587,111
Hamilton,VA,5,868,268
Hamilton Square,NJ,1,3848,108
Hamilton Township,NJ,17,2681,294
Hamlet,NC,1,1193,275
Hamlin,NY,1,4600,149
Hammond,IN,6,707,295
Hammond,LA,8,1640,225
Hammond,WI,1,2975,41
Hammonds Plains,NS,2,3291,97
Hammondsport,NY,7,1937,72
Hammonton,NJ,4,789,288
Hampden,ME,1,3859,83
Hampstead,MD,1,3049,133
Hampstead,NC,2,2203,278
Hampstead,QC,1,465,294
Hampton,CT,1,3675,130
Hampton,GA,1,4650,221
Hampton,NB,1,4299,157
Hampton,SC,1,4272,87
Hampton,VA,17,4425,23
Hampton Bays,NY,3,2478,145
Hamptonburgh,NY,1,1305,289
Hamptonville,NC,1,3939,88
Hanalei,HI,1,2835,252
Hanceville,BC,2,3447,202
Hancock,MA,1,1775,251
Hancock,MD,4,398,60
Hancock,ME,1,1056,241
Hancock,MI,1,1214,268
Hancock,NH,1,2605,227
Hancock,NY,3,1574,215
Hanford,CA,38,4560,129
Hankamer,TX,1,4546,89
Hanna,AB,2,3826,51
Hannibal,MO,2,3571,30
Hannon,ON,1,2928,19
Hanover,MA,6,2950,162
Hanover,MD,23,2606,95
Hanover,ME,1,3870,122
Hanover,NH,8,3064,198
Hanover,NJ,1,4694,121
Hanover,ON,9,1049,184
Hanover,PA,5,4703,13
Hanover Park,IL,1,2950,231
Hanscom,MA,1,265,230
Hanscom AFB,MA,1,3586,180
Hanson,MA,2,2609,222
Hantsport,NS,1,1019,262
Hanwell,NB,1,213,133
Hapeville,GA,20,3604,137
Happy,TX,1,1091,222
Happy Valley,OR,14,3939,121
Happy Valley Goose Bay,NL,1,1358,94
Happy Valley-Goose Bay,NL,2,3526,13
Harbor Springs,MI,2,614,74
Hardeeville,SC,3,4904,129
Hardin,MT,1,3296,252
Hardwick,MA,1,4534,146
Hardwick,VT,7,2684,256
Harker Heights,TX,3,167,54
Harlan,KY,1,1696,155
Harleysville,PA,2,4578,185
Harlingen,TX,5,118,51
Harmans,MD,1,2830,98
Harmony,MN,1,3621,227
Harmony,PA,1,672,237
Harper,KS,1,2358,76
Harpers Ferry,IA,1,3002,260
Harpers Ferry,WV,2,750,50
Harpursville,NY,1,2687,108
Harriman,NY,6,3362,88
Harriman,TN,6,1438,208
Harrington,QC,2,3734,156
Harris,NY,1,2927,115
Harrisburg,NC,1,2317,202
Harrisburg,OR,1,3639,131
Harrisburg,PA,36,1137,86
Harrisburg,SD,1,4483,121
Harrison,AR,1,4078,179
Harrison,NJ,5,3061,15
Harrison,NY,4,3326,206
Harrison,OH,1,1198,107
Harrison,TN,1,2424,239
Harrison Hot Springs,BC,5,1039,177
Harrison Mills,BC,1,3816,274
Harrisonburg,VA,24,3514,17
Harrisonville,MO,1,1548,181
Harriston,ON,3,670,204
Harrisville,MI,2,3004,278
Harrisville,PA,1,2605,28
Harrodsburg,KY,1,1017,58
Harrow,ON,1,1974,167
Hart,MI,3,1778,75
Hart's Location,NH,1,715,68
Hartford,CT,103,4601,168
Hartford,VT,6,1849,280
Hartford,WI,2,3925,130
Hartle Ct,CA,2,4288,263
Hartsdale,NY,3,2577,270
Hartselle,AL,3,4849,144
Hartsville,SC,2,3605,283
Harvard,IL,4,3575,65
Harvard,MA,1,4629,105
Harvey,LA,5,1235,123
Harvey,NB,1,4100,37
Harwich,MA,3,474,11
Harwinton,CT,1,306,221
Hasbrouck Heights,NJ,3,4975,77
Haslet,TX,1,1419,137
Hastings,FL,1,1241,33
Hastings,MI,2,4727,262
Hastings,MN,8,2790,239
Hastings,NE,4,3355,185
Hastings,ON,1,189,230
Hastings on Hudson,NY,1,4208,45
Hastings-on-Hudson,NY,1,3120,11
Hasty,CO,1,1957,283
Hatch,NM,1,904,186
Hatfield,PA,2,1044,273
Hathorne,MA,1,2889,195
Hatteras,NC,2,3975,24
Hattiesburg,MS,15,1710,288
Haubstadt,IN,2,3023,203
Hauppauge,NY,6,3982,207
Havelock,NC,4,3321,73
Haven,KS,1,4491,299
Haverford,PA,6,4835,27
Haverhill,MA,20,2487,73
Haverstraw,NY,76,4823,260
Havertown,PA,10,1041,26
Havre,MT,1,2666,150
Havre de Grace,MD,1,1075,254
Havre-Saint-Pierre,QC,2,1054,299
Havre-St-Pierre,QC,1,1362,96
Havre-aux-Maisons,QC,1,1043,208
Haw River,NC,2,2302,170
Hawaiian Gardens,CA,4,3427,149
Hawhorne,CA,1,4374,85
Hawkesbury,ON,6,2359,28
Hawkinsville,GA,2,1928,59
Hawley,MN,1,1357,241
Hawley,PA,11,564,21
Hawthorn,CA,1,3394,24
Hawthorne,CA,13,1330,37
Hawthorne,NJ,4,2754,259
Hawthorne,NV,2,984,107
Hawthorne,NY,2,3905,48
Hay River,NT,6,3956,47
Hay Springs,NE,1,3235,188
Hayden,CO,5,1024,106
Haymarket,VA,2,4689,291
Hays,KS,7,1646,247
Hayti,MO,4,1194,173
Hayward,CA,120,2511,106
Hayward,WI,1,2717,266
Hazard,KY,2,862,271
Hazel Crest,IL,2,2423,267
Hazelton,BC,2,4245,258
Hazelton,PA,1,2875,254
Hazelwood,MO,10,4759,260
Hazlet,NJ,3,4978,132
Hazleton,PA,2,3255,178
Headland,AL,3,4070,184
Healdsburg,CA,42,2140,278
Healy,AK,2,683,213
Hearne,TX,1,4431,75
Hearst,ON,6,2203,68
Heath,OH,12,2042,228
Hebbville,NS,1,4555,275
Heber City,UT,9,209,150
Heber Springs,AR,2,291,245
Hebron,CT,4,1003,227
Hebron,KY,10,961,24
Hebron,ME,1,1183,147
Hebron,NE,3,749,241
Hebron,NS,1,4234,98
Hebron,OH,1,3711,86
Heidelberg,PA,1,736,145
Helen,GA,3,1136,119
Helena,AL,1,4231,100
Helena,AR,1,2248,199
Helena,MT,11,3965,82
Helena-West Helena,AR,1,3257,182
Hellertown,PA,1,3687,44
Hemet,CA,8,3394,219
Hemlock,MI,1,4361,142
Hemmingford,QC,2,2530,292
Hempstead,NY,10,1979,207
Henderson,CO,1,4066,41
Henderson,KY,1,3813,145
Henderson,NC,8,4226,257
Henderson,NV,69,4206,155
Henderson,TN,3,2111,152
Henderson,TX,3,3473,243
Hendersonville,NC,15,2243,53
Hendersonville,TN,3,2600,41
Henrico,VA,10,4681,240
Henrietta,NY,7,1389,37
Henrietta,TX,1,1547,169
Henryetta,OK,3,3299,216
Henryville,QC,2,2043,27
Hephzibah,GA,1,3283,112
Heppner,OR,1,3316,79
Herculaneum,MO,1,3236,128
Hercules,CA,2,3418,148
Herington,KS,1,2882,169
Herkimer,NY,6,1090,241
Hermiston,OR,11,2253,157
Hermitage,PA,2,325,252
Hermitage,TN,4,876,44
Hermosa Beach,CA,7,2937,248
Hernandez,NM,2,787,158
Hernando,MS,2,629,120
Herndon,VA,49,3542,26
Herod,IL,1,2253,235
Herriman,UT,6,1394,149
Hershey,PA,17,1626,153
Hertford,NC,2,4874,269
Hesperia,CA,12,2996,226
Hesperus,CO,3,3203,171
Hewitt,TX,1,2540,101
Hewlett,NY,1,4235,183
Heyburn,ID,1,3902,214
Hialeah,FL,12,944,162
Hialeah Gardens,FL,1,546,112
Hiawassee,GA,1,4015,211
Hiawatha,IA,4,3209,289
Hickory,NC,12,1334,74
Hickory Hills,IL,1,326,126
Hicksville,NY,8,4243,162
Hicksville,OH,1,3059,165
Hico,TX,1,1930,173
Hidden Hills,CA,1,3879,91
Higginsville,MO,1,286,15
High Falls,NY,2,2977,76
High Level,AB,2,2635,247
High Point,NC,11,2032,81
High Prairie,AB,2,3024,104
High River,AB,3,948,87
High Springs,FL,1,2132,76
Highgate,MO,2,1352,185
Highgate,VT,3,1981,181
Highland,CA,33,369,264
Highland,IL,3,1730,72
Highland,IN,7,4505,255
Highland,MI,1,3303,201
Highland,NY,6,1674,80
Highland Beach,FL,4,2992,238
Highland Falls,NY,1,1795,72
Highland Heights,KY,2,3358,254
Highland Hills,OH,1,3362,16
Highland Park,IL,9,1545,269
Highland Park,NJ,2,319,98
Highland Village,TX,3,152,186
Highlands,NC,7,1857,213
Highlands,NJ,2,1766,143
Highlands Ranch,CO,17,2885,91
Hilbert,WI,1,819,30
Hill AFB,UT,4,505,137
Hilliard,OH,13,2394,204
Hillier,ON,2,171,203
Hillman,MI,1,2153,193
Hillsboro,KS,1,1329,256
Hillsboro,ND,2,1667,169
Hillsboro,NH,1,3782,203
Hillsboro,OH,2,3053,119
Hillsboro,OR,93,4582,75
Hillsboro,TX,4,798,263
Hillsborough,CA,1,926,292
Hillsborough,NB,1,448,69
Hillsborough,NC,8,4008,127
Hillsborough,NJ,6,407,53
Hillsborough Township,NJ,3,3516,219
Hillsdale,MI,4,2434,45
Hillsdale,NY,4,4961,28
Hillside,NJ,5,4920,100
Hilo,HI,19,2909,221
Hilton,NY,3,3658,231
Hilton Head Island,SC,23,4578,226
Himrod,NY,1,3577,232
Hinckley,MN,1,4720,107
Hines,OR,1,2786,28
Hinesburg,VT,2,3085,35
Hinesville,GA,5,375,37
Hingham,MA,10,2647,73
Hinsdale,IL,2,2864,232
Hinton,AB,1,436,89
Hinton,OK,1,2073,60
Hinton,WV,2,3079,111
Hiram,GA,2,4676,185
Hixon,BC,1,4068,19
Hixson,TN,3,1010,246
Hobart,IN,1,2096,109
Hobart,OK,1,3229,237
Hobbs,NM,2,4304,73
Hobe Sound,FL,3,3857,28
Hoboken,NJ,29,427,150
Hochatown,OK,2,1899,34
Hockessin,DE,1,414,237
Hodgkins,IL,2,3645,98
Hoffman Estates,IL,15,1234,101
Hogansburg,NY,2,2846,51
Hohenwald,TN,2,4976,90
Holbrook,AZ,4,1620,116
Holcombe,WI,1,255,120
Holden,MO,2,1824,286
Holden Beach,NC,1,3443,223
Holderness,NH,1,986,240
Holdrege,NE,1,3173,130
Holiday,FL,3,2905,143
Holidaysburg,PA,1,821,217
Holladay,UT,4,1012,266
Holland,MB,1,3457,194
Holland,MI,33,970,295
Holland,OH,1,4208,189
Holland Landing,ON,1,597,57
Hollins,VA,3,1856,96
Hollis,NY,1,1217,28
Hollister,CA,15,3509,55
Hollister,ID,1,2928,65
Holliston,MA,2,1747,238
Holly,MI,5,3083,154
Holly Hill,FL,5,242,101
Holly Spring,GA,2,2861,91
Holly Springs,GA,2,3535,234
Holly Springs,NC,9,4760,88
Hollywood,AL,1,2531,159
Hollywood,CA,7,4612,292
Hollywood,FL,36,1948,169
Hollywood,MD,2,2796,165
Holmdel,NJ,4,1817,165
Holmen,WI,3,3172,211
Holmes,NY,1,1167,126
Holmes Beach,FL,4,2886,163
Holstein,IA,1,3891,128
Holton,KS,1,1388,208
Holtville,CA,1,3971,272
Holtwood,PA,2,1906,193
Holyoke,CO,2,1604,157
Holyoke,MA,20,3408,175
Holyrood,NL,2,3051,84
Homer,AK,4,171,245
Homer,NY,1,1790,281
